Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
F,1.8125,1.4375,0.475,49.526576500000004,21.262125,10.44679075,15.308729999999999,13
I,1.1,0.8,0.2375,9.4970825,4.63514325,2.1262125,2.83495,8
M,1.2625,1.0,0.35,18.24290325,7.399219500000001,2.9199985,5.499803,8
I,0.7,0.6125,0.1875,4.0823279999999995,1.2757275,0.94970825,1.13398,7
I,0.9875,0.75,0.2375,8.0229085,3.55786225,1.6726205,2.26796,7
I,1.2375,0.9125,0.3125,14.798439000000002,6.78970525,3.5720370000000004,4.1106775,9
M,1.325,1.0375,0.3375,24.919210500000002,7.229122500000001,5.54232725,7.7961125,16
F,1.0,0.7875,0.25,8.618248,3.30271675,2.551455,3.118445,14
M,1.4125,1.1125,0.4125,25.060958,8.91591775,5.8683464999999995,8.0796075,14
M,1.425,1.1375,0.3125,22.66542525,8.3631025,5.99591925,6.747180999999999,10
M,1.3125,1.0125,0.375,18.80989325,8.32057825,4.53592,5.10291,10
M,1.175,0.925,0.25,13.33843975,4.63514325,2.5231055000000002,4.3941725,9
I,1.2875,1.0125,0.35,19.901349,8.674947,3.7704835,5.9533949999999995,9
M,1.5125,1.1375,0.3875,28.67551925,15.195332,5.51397775,7.654364999999999,9
F,1.55,1.2125,0.4125,36.230661,17.2648455,8.0229085,9.7805775,10
I,1.1625,0.925,0.25,12.26115875,5.68407475,2.0978630000000003,3.61456125,7
I,0.825,0.65,0.225,5.71242425,2.551455,1.57339725,1.5592225,6
M,1.5625,1.225,0.425,34.501341499999995,17.61921425,7.3425205,8.0796075,15
M,1.5125,1.15,0.375,29.9654215,12.615527499999999,7.27164675,7.087375,10
F,1.525,1.2125,0.425,28.64716975,12.3887315,6.16601625,8.0796075,19
F,1.25,0.95,0.3125,16.68368075,6.9739770000000005,3.35941575,5.2446575,12
M,1.175,0.8875,0.3125,13.05494475,5.443104,2.96252275,4.252425,8
I,0.825,0.5,0.1875,4.422522,1.97029025,0.963883,1.2757275,5
F,1.3375,1.025,0.3625,23.700182,8.15048125,4.63514325,7.087375,16
M,1.425,1.0875,0.3625,23.71435675,10.36174225,5.5281525,6.23689,9
I,1.3125,0.975,0.2625,16.5277585,7.3425205,3.7421339999999996,4.9611625,8
M,1.6625,1.2625,0.45,36.61337925,16.839603,8.29222875,9.07184,9
M,1.5625,1.2,0.425,34.58639,16.93882625,6.56290925,9.2135875,11
F,1.45,1.125,0.375,27.91008275,11.8784405,6.747180999999999,7.7961125,16
M,1.5125,1.1875,0.5,33.339012,14.89766225,8.15048125,8.731646000000001,9
M,1.3125,1.0,0.375,20.36911575,7.10154975,4.422522,5.06038575,11
M,1.4625,1.1875,0.4,29.937071999999997,13.9763035,7.07320025,7.5126175,10
M,1.425,1.1,0.375,27.9242575,12.899022500000001,6.095142500000001,7.087375,11
M,1.8,1.4375,0.4875,60.214338,27.810859499999996,15.592225,14.74174,14
F,1.4375,1.2125,0.425,28.19357775,11.3398,6.4920355,9.7805775,18
F,1.525,1.1875,0.4125,31.638042,11.94931425,6.3219385,9.63883,14
M,1.525,1.175,0.3875,28.76056775,12.40290625,6.42116175,8.50485,9
I,1.225,0.975,0.3125,16.924651500000003,8.3064035,3.58621175,4.40834725,9
M,1.725,1.3625,0.5125,38.68289275,14.628342000000002,7.66853975,15.03940975,20
M,1.4375,1.125,0.3875,24.22464775,7.7961125,5.45727875,7.7961125,15
M,1.35,1.0875,0.3125,23.94115275,10.53183925,4.66349275,6.9456275,8
F,1.55,1.275,0.4,31.90736225,14.13222575,6.4353365,8.9300925,10
M,1.1875,0.9875,0.3,15.677273499999998,6.350288,4.025629,4.7343665,10
F,1.4,1.1375,0.2625,20.241543,8.0229085,3.6570855000000004,7.7961125,9
I,1.1625,0.975,0.275,15.74814725,6.0384435,3.04757125,6.095142500000001,7
M,1.475,1.15,0.3875,28.81726675,12.643877,6.3219385,7.5126175,11
I,1.0125,0.7625,0.25,10.8578585,3.9972795,2.19708625,2.9766974999999998,7
M,1.475,1.2,0.225,29.766975,12.9557215,7.61184075,7.937860000000001,10
I,1.2125,0.8875,0.3,14.0330025,6.84640425,2.5231055000000002,3.9689300000000003,8
I,1.6125,1.35,0.4375,35.6920205,14.67086625,6.4353365,11.056305,18
F,1.5375,1.1875,0.4625,32.601925,11.07047975,6.27941425,9.4970825,11
I,0.4375,0.325,0.2125,0.680388,0.25514549999999997,0.1417475,0.25514549999999997,7
I,1.4125,1.1125,0.3875,24.76328825,9.48290775,5.9250455,6.80388,14
I,0.7125,0.525,0.1625,3.8271824999999997,1.54504775,0.7654365,0.9922325000000001,5
F,1.2375,0.975,0.3125,16.5277585,6.9739770000000005,3.685435,5.9533949999999995,13
M,1.5625,1.225,0.4375,31.96406125,13.96212875,7.427569,9.4970825,9
F,1.6,1.25,0.4375,40.029494,17.56251525,7.04485075,14.089701500000002,11
M,1.725,1.2375,0.5,44.55123925,19.66037825,9.015141,13.324264999999999,12
I,1.1,0.8125,0.225,11.55242125,5.59902625,2.65067825,2.9766974999999998,7
M,1.4625,1.125,0.4125,25.0326085,11.0846545,5.8683464999999995,7.7961125,13
I,0.9125,0.675,0.25,5.2446575,2.1262125,1.13398,1.70097,7
F,1.4,1.1,0.3625,24.08290025,9.6671795,4.57844425,7.654364999999999,12
M,1.45,1.15,0.3875,28.81726675,12.643877,6.76135575,8.3631025,11
M,1.6375,1.2875,0.45,36.3724085,16.44271,6.95980225,10.9712565,10
F,1.2625,0.9875,0.3625,16.6411565,5.34388075,3.89805625,5.329706,10
F,1.2125,0.975,0.3375,19.74542675,7.81028725,3.7137845,5.9533949999999995,13
M,1.6125,1.2375,0.3875,42.354153000000004,16.612807,8.00873375,12.615527499999999,14
M,1.25,0.9625,0.3625,18.27125275,6.8605789999999995,3.75630875,5.811647499999999,9
F,1.3375,1.0875,0.3625,25.10348225,11.453198,4.94698775,7.229122500000001,11
M,1.3125,1.0375,0.4375,20.071445999999998,7.257472,4.422522,5.10291,11
M,1.45,1.125,0.3125,23.076493,10.70193625,4.83358975,6.23689,8
I,1.025,0.8125,0.225,9.19941275,3.7421339999999996,2.0411639999999998,3.118445,7
M,1.575,1.2375,0.475,38.90968875,16.612807,7.27164675,10.914557499999999,14
F,1.4375,1.125,0.3625,24.8058125,11.141353500000001,5.386405,6.520385,8
F,1.5125,1.125,0.3875,27.68328675,13.42348825,4.97533725,6.747180999999999,8
M,1.25,0.975,0.3375,16.85377775,7.654364999999999,4.35164825,4.43669675,10
F,1.3,0.9375,0.3125,18.01610725,7.69688925,3.8271824999999997,4.819415,14
M,1.575,1.225,0.3875,34.26037075,13.1825175,5.71242425,9.922325,12
M,1.6,1.275,0.4375,33.8776525,13.08329425,7.01650125,10.3475675,12
F,1.175,0.925,0.3,16.782904000000002,8.40562675,3.4869885000000003,4.3941725,8
I,1.2875,0.9375,0.275,17.19397175,8.51902475,3.7137845,4.252425,8
M,1.6,1.2875,0.4125,38.55532,16.48523425,7.64019025,10.914557499999999,11
M,1.475,1.175,0.35,26.733578499999997,10.432616000000001,5.57067675,7.6827145,9
F,1.6125,1.225,0.375,32.375129,14.13222575,6.64795775,8.9300925,10
M,1.2125,0.9125,0.375,24.73493875,12.79979925,4.89028875,6.16601625,11
M,1.6125,1.325,0.45,36.27318525,17.519991,7.257472,8.9300925,10
F,1.425,1.0875,0.3625,25.51455,11.80756675,5.8683464999999995,6.095142500000001,12
I,1.1125,0.825,0.3,11.43902325,5.443104,2.4097075,3.40194,8
I,1.05,0.8125,0.275,10.27669375,4.77689075,1.80019325,2.9766974999999998,8
M,1.5125,1.1875,0.4125,33.26813825,14.6566915,8.4198015,10.0640725,14
M,1.4875,1.125,0.4,27.499015000000004,9.468733,6.80388,8.06543275,12
M,1.45,1.15,0.375,33.0838665,18.24290325,5.443104,7.937860000000001,9
I,0.8625,0.625,0.2,5.0462110000000004,2.2396105,1.587572,1.5592225,7
M,1.175,0.9375,0.2875,15.422128,6.406987,2.65067825,5.5281525,11
M,1.7875,1.45,0.5,54.941331000000005,20.808532999999997,13.551060999999999,13.33843975,12
F,1.5625,1.175,0.3625,33.46658475,13.579410500000002,7.427569,7.937860000000001,13
I,1.1875,0.875,0.3,13.90542975,5.76912325,3.685435,3.685435,8
F,1.6375,1.2875,0.475,39.7743485,16.6411565,8.43397625,11.906789999999999,13
I,1.475,1.1375,0.375,28.64716975,11.963489,7.2858215,7.5126175,10
M,1.525,1.2125,0.4125,31.099401500000003,11.94931425,7.484267999999999,8.50485,13
F,1.375,1.025,0.3375,21.55979475,7.52679225,4.63514325,6.9456275,10
F,1.5125,1.1875,0.4125,29.908722499999996,15.3937785,5.811647499999999,6.64795775,10
I,0.475,0.325,0.1,1.06310625,0.35436875,0.21262125,0.3118445,4
F,1.5125,1.2375,0.3625,36.85435,13.04077,8.34892775,9.63883,15
F,0.825,0.6875,0.2,5.6699,1.77184375,1.417475,1.9844650000000001,9
I,0.775,0.5625,0.175,3.24601775,1.2190285,0.8788345,1.13398,7
M,1.5625,1.225,0.3875,32.205032,14.86931275,7.41339425,8.6465975,11
I,0.9875,0.8125,0.2375,8.674947,3.7421339999999996,1.70097,2.26796,7
I,0.975,0.725,0.2625,6.30776375,3.4869885000000003,1.31825175,2.1262125,8
I,0.9625,0.7375,0.225,7.44174375,2.93417325,1.45999925,2.551455,7
I,0.7,0.525,0.1875,3.24601775,1.2757275,0.75126175,0.9922325000000001,5
I,0.9625,0.7125,0.225,7.55514175,3.2601925,1.7293195,2.1262125,6
F,1.475,1.175,0.375,28.22192725,13.6361095,6.577083999999999,7.937860000000001,10
M,0.975,0.7125,0.2625,8.7599955,3.47281375,1.6159215,2.26796,12
F,1.2125,0.975,0.3125,16.93882625,7.04485075,3.7137845,4.9611625,11
I,0.6375,0.4625,0.15,2.62232875,0.8788345,0.52446575,0.7087375,7
M,1.425,1.0875,0.325,24.90503575,11.43902325,4.89028875,7.7961125,9
M,1.075,0.8375,0.2625,11.04213025,5.71242425,3.175144,3.7421339999999996,9
M,1.3125,1.0125,0.2625,24.8058125,11.793391999999999,5.10291,7.229122500000001,8
I,1.1875,0.875,0.275,13.33843975,6.5487345,3.01922175,3.685435,7
F,1.275,0.975,0.325,18.01610725,8.68912175,4.0539785,5.386405,9
F,1.3375,1.0,0.3625,22.89222125,8.66077225,4.3374735,6.23689,15
I,1.175,0.9375,0.3,16.45688475,7.540967,2.65067825,4.7910655,9
F,1.45,1.1375,0.4125,28.70386875,11.623294999999999,6.59125875,9.07184,10
M,1.3375,1.0875,0.3875,22.1409595,8.561549000000001,5.93922025,6.662132499999999,10
I,1.0125,0.7125,0.25,7.49844275,3.58621175,1.43164975,2.1262125,7
M,1.8625,1.4375,0.5125,56.1603595,22.792998,11.38232425,13.1825175,10
I,1.3,0.925,0.3125,15.74814725,7.10154975,3.5436875,4.819415,8
F,1.3125,1.0,0.3375,16.924651500000003,6.577083999999999,4.025629,5.2446575,13
F,1.3,1.025,0.3125,20.87940675,8.29222875,3.72795925,5.6699,10
F,1.3125,1.025,0.3625,23.11901725,10.02154825,4.9328129999999994,6.520385,9
I,0.9375,0.75,0.1875,6.25106475,2.79242575,1.247378,1.91359125,8
M,1.275,0.975,0.3125,16.31513725,7.087375,3.10427025,4.706017,9
I,0.9125,0.675,0.225,6.87475375,2.721552,1.1623295,1.7293195,6
I,0.9625,0.75,0.2125,8.06543275,3.9689300000000003,1.51669825,2.25378525,8
I,0.975,0.725,0.225,6.30776375,2.6932025,1.587572,2.0695135,6
M,1.8125,1.375,0.5,53.438807499999996,26.71940375,12.870673,13.33843975,11
I,1.325,1.05,0.3375,19.1359125,8.334753,4.422522,5.17378375,9
I,0.6125,0.5,0.1125,2.4097075,0.963883,0.4819415,0.7087375,5
M,1.6125,1.3125,0.475,41.48949325,18.75319425,9.73805325,12.3320325,16
I,0.4375,0.3,0.0875,0.5102909999999999,0.18427175,0.15592225,0.1417475,4
F,1.7,1.35,0.4,38.55532,17.13727275,8.34892775,11.906789999999999,10
F,1.625,1.2625,0.4375,35.3518265,16.0174675,8.1363065,9.922325,10
I,0.85,0.625,0.1875,5.10291,2.11203775,1.247378,1.5592225,6
M,1.625,1.2625,0.4375,39.76017375,19.94387325,7.767763,10.21999475,12
F,1.725,1.375,0.4875,51.95045875,23.11901725,10.20582,13.891255,9
I,0.8125,0.5875,0.2,3.86970675,1.60174675,0.680388,1.0205819999999999,5
M,1.675,1.3125,0.4375,37.83240775,18.9091165,7.55514175,10.0640725,10
M,1.5125,1.1625,0.3875,29.993771000000002,11.0846545,6.22271525,7.229122500000001,22
M,1.5375,1.3125,0.375,33.8776525,10.9712565,6.9739770000000005,10.914557499999999,17
M,1.5625,1.175,0.4,32.36095425,16.42853525,6.08096775,8.221355,12
I,0.9625,0.725,0.225,7.314171000000001,2.664853,1.0489315000000001,1.9844650000000001,7
M,1.5375,1.25,0.4375,36.3157095,16.93882625,7.32834575,10.3475675,10
M,1.0,0.8125,0.3125,11.8217415,5.4147545,2.551455,3.33106625,9
M,1.275,0.9375,0.3125,18.01610725,9.8372765,3.9972795,5.2446575,8
M,1.4375,1.1,0.325,23.09066775,11.4248485,4.86193925,6.066793,11
F,1.575,1.2,0.4375,33.40988575,13.79203175,6.3219385,10.20582,18
I,1.475,1.2125,0.4,31.354546999999997,9.355335,6.90310325,8.788345,15
F,1.8375,1.425,0.5375,49.526576500000004,21.16290175,11.963489,15.875720000000001,13
I,1.3125,1.0,0.375,22.4244545,12.246984,5.1879585,7.89533575,9
I,0.9875,0.75,0.25,7.994559,3.515338,2.0128145,2.4097075,7
M,1.2375,0.925,0.2625,18.58309725,7.35669525,5.10291,5.386405,8
M,1.4625,1.15,0.4,26.761928,11.793391999999999,5.499803,8.50485,10
M,1.6,1.275,0.4375,37.57726225,15.762322,6.406987,13.16834275,10
I,1.0625,0.85,0.2,11.8784405,5.499803,2.14038725,2.83495,6
M,1.625,1.3125,0.6125,47.513762,20.68096025,11.66581925,13.60776,12
I,1.3875,1.075,0.4125,22.2543575,9.6671795,4.77689075,6.690482,10
I,1.1375,0.875,0.3,12.927372,5.88252125,2.93417325,3.7137845,8
I,1.025,0.8125,0.2375,10.44679075,4.32329875,1.927766,3.118445,7
M,1.7,1.3,0.4375,38.68289275,17.293195,7.767763,11.623294999999999,12
M,0.8375,0.625,0.225,5.71242425,2.721552,1.14815475,1.360776,7
F,1.525,1.2375,0.4875,38.215126,14.401546,8.731646000000001,10.0640725,11
M,0.85,0.65,0.275,5.82582225,2.1262125,1.43164975,2.778251,20
I,1.075,0.8375,0.3125,11.15552825,5.8683464999999995,2.50893075,3.2601925,8
F,1.6125,1.2,0.45,38.20095125,15.081934,9.695528999999999,12.40290625,11
I,0.75,0.5625,0.1875,4.309124,1.8427175,0.86465975,1.2757275,6
F,1.6625,1.3125,0.4375,42.354153000000004,17.860185,9.53960675,13.60776,14
M,1.25,0.9875,0.3125,16.45688475,6.73300625,3.9405805,5.2446575,11
M,1.4375,1.175,0.3375,25.62737575,9.05766525,5.216308000000001,7.654364999999999,16
M,1.2125,0.925,0.3125,14.81261375,6.917278,3.13261975,4.6776675,11
M,1.475,1.05,0.3875,26.393384499999996,12.60135275,4.847764499999999,7.937860000000001,8
I,1.025,0.7875,0.2625,7.087375,2.9199985,1.65844575,2.26796,7
I,0.9,0.675,0.225,6.30776375,2.14038725,1.06310625,1.814368,6
F,1.6375,1.275,0.4375,42.354153000000004,15.03940975,9.8372765,11.623294999999999,7
F,1.625,1.3,0.425,39.405805,22.52367775,8.674947,10.489315,9
M,1.2625,0.9375,0.3,16.71203025,7.484267999999999,3.6570855000000004,4.819415,9
F,1.3875,1.075,0.3625,24.73493875,8.8733935,5.54232725,7.087375,16
F,1.525,1.225,0.4,33.92017675,13.93377925,6.73300625,8.9300925,11
M,1.625,1.1875,0.3125,33.46658475,14.84096325,8.0229085,9.28446125,9
F,1.6375,1.25,0.4375,36.3724085,14.35902175,6.59125875,11.0279555,12
I,1.0375,0.8125,0.275,10.716111,4.9611625,2.50893075,3.40194,9
F,1.4625,1.1875,0.3875,29.72445075,12.417081,6.22271525,7.937860000000001,10
M,1.8,1.4125,0.5,50.6605565,21.98503725,11.24057675,13.069119500000001,13
F,1.475,1.175,0.4375,31.65221675,13.36678925,7.27164675,9.2135875,10
I,1.4,1.1625,0.5,35.6920205,18.15785475,5.62737575,10.1207715,10
I,1.3625,1.075,0.325,19.43358225,8.29222875,4.5075705,5.811647499999999,10
I,0.9375,0.6875,0.2,6.747180999999999,3.04757125,1.54504775,1.9844650000000001,6
F,1.5875,1.3,0.375,38.08755325,17.8318355,7.38504475,9.7805775,13
F,1.7,1.3875,0.45,50.53298375,15.77649675,12.14776075,12.899022500000001,15
F,1.3125,1.025,0.3125,17.293195,7.83863675,3.515338,5.2446575,8
M,1.425,1.125,0.375,24.28134675,10.19164525,4.60679375,8.3631025,15
I,1.0,0.7875,0.25,9.19941275,3.50116325,2.02698925,2.6932025,7
I,1.3,1.0125,0.375,20.241543,9.62465525,4.479221,5.386405,9
M,1.425,1.1625,0.3875,24.720764000000003,9.19941275,6.7755304999999995,8.0796075,21
F,1.5625,1.2625,0.4,37.7331845,16.23008875,7.64019025,9.4970825,11
I,0.925,0.675,0.1875,6.066793,2.551455,1.417475,1.9844650000000001,6
I,1.3,1.0625,0.3625,21.58814425,11.35397475,4.309124,6.095142500000001,8
F,1.65,1.3125,0.475,43.21881275,18.49804875,11.963489,11.3681495,13
F,1.7125,1.3625,0.4875,44.395317,18.824068,10.92873225,10.914557499999999,10
I,1.3125,0.95,0.325,18.83824275,9.31281075,4.03980375,5.2446575,8
M,1.4375,1.125,0.3625,26.94619975,10.432616000000001,6.917278,7.229122500000001,9
M,1.6125,1.275,0.4375,34.501341499999995,14.33067225,8.221355,10.914557499999999,10
F,1.575,1.2125,0.4375,35.380176,15.35125425,7.35669525,13.60776,11
I,0.9375,0.6875,0.2,9.4970825,4.7343665,1.6726205,2.26796,7
F,1.6125,1.1875,0.4,33.40988575,17.519991,6.25106475,8.50485,10
F,1.55,1.2125,0.4375,31.22697425,12.94154675,7.35669525,9.922325,13
F,1.5875,1.25,0.4875,36.27318525,17.0097,7.24329725,9.07184,9
I,0.8125,0.625,0.2,4.989512,1.68679525,0.72291225,1.7860185000000002,6
F,1.625,1.2875,0.3875,36.78347625,16.5277585,8.46232575,8.3631025,11
M,1.3625,1.1,0.35,24.4089195,11.5949455,4.63514325,6.9739770000000005,12
M,1.6875,1.3125,0.4875,36.967748,13.947954000000001,9.00096625,10.6310625,24
M,1.3625,1.025,0.4,27.76833525,7.200773,4.649318,9.4970825,14
I,0.5875,0.4,0.1,1.45999925,0.4252425,0.1417475,0.4252425,3
F,1.45,1.1875,0.425,30.83008125,13.60776,6.93145275,9.4970825,12
M,1.4625,1.15,0.4125,28.25027675,11.49572225,5.71242425,10.0640725,18
M,0.925,0.7,0.2125,7.540967,2.53728025,1.417475,1.9844650000000001,13
F,1.55,1.2125,0.4375,34.132798,14.92601175,7.95203475,10.489315,12
I,0.55,0.425,0.0625,1.077281,0.21262125,0.1417475,0.26932025,4
M,1.55,1.2375,0.425,38.9805625,18.2854275,8.674947,11.1980525,11
F,1.4875,1.1625,0.425,29.86619825,12.9557215,6.05261825,8.788345,11
F,1.5625,1.2,0.4375,28.76056775,12.757275,7.3425205,8.9300925,10
M,1.325,1.025,0.425,22.566202,8.32057825,5.216308000000001,7.937860000000001,9
I,1.375,1.1125,0.3375,20.25571775,9.865625999999999,4.49339575,5.10291,8
M,1.5625,1.2375,0.4,35.19590425,15.57805025,7.86698625,9.63883,11
M,1.525,1.175,0.375,27.03124825,12.842323500000001,6.25106475,7.5126175,9
M,1.1,0.8,0.2875,14.74174,6.13766675,2.99087225,3.685435,12
I,0.925,0.7125,0.2625,7.2858215,2.99087225,1.4458245,2.1262125,8
I,1.0875,0.85,0.3375,10.77281,4.52174525,2.62232875,3.40194,8
F,1.3625,1.05,0.3875,21.58814425,9.48290775,4.706017,6.10931725,10
I,1.425,1.1,0.375,24.5790165,10.47514025,5.8966959999999995,6.80388,9
I,1.275,0.9875,0.3,16.45688475,7.540967,3.78465825,4.7910655,8
F,1.6125,1.25,0.425,33.962701,13.96212875,8.49067525,9.4970825,10
M,1.1875,0.9375,0.3125,15.35125425,6.84640425,3.912231,4.9611625,9
I,1.1625,0.875,0.2625,10.716111,4.43669675,2.36718325,3.912231,10
I,0.6875,0.4875,0.15,3.0050470000000002,1.360776,0.56699,0.850485,6
I,0.6375,0.4375,0.125,1.31825175,0.5953395,0.38271825,0.46776675,6
M,1.5625,1.2125,0.3875,37.0527965,17.16562225,7.087375,11.056305,10
I,0.875,0.65,0.2125,5.25883225,2.11203775,1.17650425,1.70097,7
I,1.3,1.0125,0.325,18.824068,9.90815025,3.72795925,5.2446575,8
I,0.9125,0.675,0.2125,6.53455975,2.84912475,1.11980525,1.9844650000000001,6
I,1.1125,0.875,0.2875,12.54465375,5.65572525,2.14038725,3.5720370000000004,8
M,1.3125,0.9875,0.35,18.71067,8.43397625,4.06815325,5.6699,10
I,0.8,0.65,0.2125,5.10291,2.0978630000000003,1.0205819999999999,1.5592225,6
I,1.35,1.075,0.325,21.53144525,9.14271375,4.3374735,5.82582225,9
F,1.45,1.1875,0.3625,28.64716975,13.93377925,5.96756975,8.221355,9
M,1.35,1.05,0.4125,22.41027975,8.85921875,4.479221,7.5126175,14
F,1.425,1.15,0.4625,25.61377325,9.525432,5.17378375,8.6465975,13
F,1.45,1.175,0.4125,27.499015000000004,10.914557499999999,5.59902625,9.922325,18
I,0.9625,0.75,0.25,8.66077225,3.78465825,1.4458245,2.4097075,7
F,1.5875,1.1875,0.475,38.03085425,16.17338975,8.4198015,10.0640725,19
F,1.2625,0.9875,0.3125,17.3215445,6.9456275,3.855532,5.5281525,14
I,1.4375,1.0875,0.4125,29.9654215,12.133586,7.78193775,8.221355,13
M,1.4875,1.1375,0.35,24.79163775,11.793391999999999,4.6209685,6.3786375,8
F,1.525,1.1875,0.3875,29.44095575,12.57300325,6.8322294999999995,9.07184,11
M,1.5125,1.25,0.4375,30.022120500000003,12.927372,6.67630725,10.489315,15
F,1.5,1.1625,0.3875,31.3261975,13.79203175,7.0023265,7.41339425,10
F,1.8,1.375,0.5625,56.075311,23.71435675,11.35397475,16.0174675,11
I,0.6,0.4875,0.2,2.2963095,1.09145575,0.340194,0.5953395,6
M,1.4375,1.125,0.325,24.6357155,11.481547500000001,4.57844425,7.087375,10
M,1.45,1.125,0.375,22.11261,10.829509,5.726599,6.520385,9
F,1.375,1.075,0.375,22.72212425,9.51125725,4.847764499999999,6.662132499999999,8
M,1.5875,1.2125,0.3875,36.4291075,16.6978555,8.901743,9.7805775,9
M,1.425,1.075,0.3625,23.6151335,10.035722999999999,4.0823279999999995,7.98038425,18
I,1.2125,0.9375,0.3125,16.85377775,6.59125875,3.10427025,4.819415,9
I,0.9375,0.7125,0.2375,7.10154975,3.30271675,1.7293195,1.8427175,7
I,1.325,1.025,0.375,17.349894,6.90310325,4.32329875,5.37223025,9
F,1.375,1.0875,0.3,25.854744,10.546014,5.811647499999999,7.087375,8
I,0.5,0.3875,0.075,1.82854275,0.60951425,0.25514549999999997,0.43941725,5
M,1.6625,1.25,0.425,39.22153325,16.82542825,8.3064035,11.77921725,13
I,1.15,0.8625,0.275,12.785624499999999,5.74077375,2.87747425,3.5436875,11
F,1.4625,1.15,0.3875,29.341732500000003,12.94154675,7.314171000000001,8.50485,9
M,1.2875,0.95,0.3,18.80989325,10.70193625,3.86970675,5.1879585,8
F,1.275,0.9625,0.3125,17.53416575,6.7188315,4.06815325,6.3786375,14
F,1.65,1.3125,0.4375,41.4753185,18.5689225,9.53960675,11.623294999999999,10
I,1.125,0.875,0.3,13.437663,5.68407475,3.01922175,3.61456125,6
M,1.525,1.175,0.375,24.79163775,10.035722999999999,5.5848515,7.35669525,11
M,1.4125,1.125,0.4125,24.16794875,8.788345,4.97533725,7.767763,13
F,1.5625,1.2,0.425,37.194544,15.762322,7.881161,11.1980525,12
M,1.3125,1.0125,0.375,22.5378525,7.399219500000001,5.811647499999999,7.229122500000001,17
I,0.9625,0.75,0.2125,7.144074000000001,3.01922175,1.68679525,2.05533875,6
F,1.6125,1.2,0.4,40.83745475,19.504456,7.64019025,9.355335,10
F,1.575,1.2625,0.4625,36.0322145,16.68368075,6.9739770000000005,10.61688775,10
I,0.8125,0.6125,0.2125,4.52174525,2.1829115000000003,1.077281,1.23320325,6
M,1.55,1.25,0.3875,32.375129,14.16057525,6.36446275,8.9300925,11
F,1.5625,1.2375,0.4375,35.578622499999994,13.53688625,8.901743,10.20582,16
M,1.3875,1.0625,0.3875,27.54153925,11.18387775,5.4714535,6.80388,13
M,0.9,0.675,0.25,6.59125875,2.6365035,1.45999925,2.1262125,11
F,1.6875,1.3,0.425,39.22153325,17.70426275,9.241937,11.1980525,10
M,1.5625,1.225,0.475,41.467551,18.92329125,8.46232575,11.623294999999999,11
F,1.75,1.5,0.3875,43.6298805,18.15785475,10.16329575,12.190285000000001,9
I,0.7,0.5375,0.1625,3.5436875,1.17650425,0.80796075,0.850485,6
M,1.475,1.2125,0.4125,30.94347925,14.69921575,6.90310325,7.767763,10
F,1.1625,0.925,0.2625,13.25339125,4.7343665,2.45223175,4.1106775,11
M,1.425,1.125,0.3875,24.47979325,11.311450500000001,4.989512,7.5126175,10
I,0.9375,0.7375,0.2375,7.72523875,3.2601925,1.77184375,2.4097075,7
F,1.575,1.3125,0.4375,40.78075575,18.824068,8.15048125,12.757275,13
F,1.75,1.3625,0.4625,44.111822,19.06503875,10.53183925,12.40290625,11
I,1.1,0.85,0.275,11.32562525,4.139027,1.7293195,3.21766825,8
F,1.4125,1.175,0.375,25.4295015,10.24834425,5.216308000000001,7.7961125,11
F,1.6,1.1875,0.4375,32.601925,12.74310025,7.01650125,9.4970825,11
F,1.3125,1.0,0.3125,23.88445375,10.44679075,4.5075705,5.00368675,8
I,1.025,0.7625,0.25,7.98038425,3.55786225,1.927766,2.551455,8
I,0.7,0.525,0.175,3.86970675,1.4458245,0.793786,1.13398,5
M,1.6,1.275,0.4375,38.782115999999995,17.519991,7.399219500000001,14.599992499999999,10
M,1.4125,1.15,0.3875,24.81998725,10.02154825,4.7910655,7.7961125,10
F,1.25,0.9625,0.3375,16.839603,8.34892775,2.9483479999999997,4.43669675,9
F,1.675,1.275,0.4125,39.725417,16.57028275,8.57572375,11.481547500000001,10
F,1.3625,1.0,0.3375,17.98775775,8.164655999999999,3.5436875,5.10291,8
M,1.4,1.1,0.4125,24.323871,11.793391999999999,5.8683464999999995,6.095142500000001,9
F,1.4875,1.15,0.3625,28.292801,12.1619355,6.10931725,7.5126175,9
F,1.4375,1.1125,0.3625,27.1871705,13.012420500000001,6.76135575,6.662132499999999,12
M,1.55,1.2,0.4125,30.85843075,14.16057525,7.75358825,10.0640725,13
I,0.8,0.6125,0.1875,4.40834725,1.65844575,1.077281,1.3891255,7
F,1.5625,1.25,0.375,35.6920205,15.97494325,9.128539,9.6671795,17
I,1.3625,1.0625,0.3125,19.447757,9.42620875,4.37999775,6.095142500000001,9
F,1.7375,1.35,0.525,56.075311,21.04950375,10.56018875,16.584457500000003,15
F,1.575,1.2625,0.425,37.23706825,15.762322,7.7394134999999995,9.752228,11
M,1.8,1.4375,0.575,58.75433875,23.85610425,12.68640125,15.7906715,18
F,1.5625,1.225,0.4125,34.501341499999995,16.499409,6.76135575,8.3631025,9
I,1.1125,0.8125,0.275,11.5382465,4.9611625,2.14038725,3.55786225,8
M,1.1875,0.9,0.35,14.78426425,6.605433500000001,3.72795925,4.6776675,10
F,1.55,1.2,0.4125,35.19590425,17.08057375,7.75358825,8.9300925,9
